transaction_date,user_id,is_free_trial,is_conversion_to_pay,price_in_usd
2023-10-18,15611,False,False,2.99
2023-10-25,15611,False,False,2.99
2023-09-06,15621,True,False,
2023-09-13,15621,False,True,2.99
2023-09-20,15621,False,False,2.99
2023-09-23,15659,True,False,
2023-09-30,15659,False,True,2.99
2023-10-14,15659,False,False,2.99
2023-10-28,15659,False,False,2.99
2023-11-11,15659,False,False,2.99
2023-11-18,15659,False,False,2.99
2023-11-25,15659,False,False,2.99
2023-12-02,15659,False,False,2.99
2023-12-09,15659,False,False,2.99
2023-12-16,15659,False,False,2.99
2023-12-23,15659,False,False,2.99
2023-12-30,15659,False,False,2.99
2023-09-28,15661,True,False,
2023-09-12,15663,True,False,
2023-09-20,15665,True,False,
2023-09-28,15666,True,False,
2023-10-05,15666,False,True,2.99
2023-09-09,15671,True,False,
2023-09-21,15719,True,False,
2023-09-28,15719,False,True,2.99
2023-10-05,15719,False,False,2.99
2023-10-12,15719,False,False,2.99
2023-10-26,15719,False,False,2.99
2023-11-02,15719,False,False,2.99
2023-11-09,15719,False,False,2.99
2023-11-16,15719,False,False,2.99
2023-09-02,15742,True,False,
2023-09-09,15742,False,True,2.99
2023-09-04,15751,True,False,
2023-09-11,15751,False,True,2.99
2023-09-25,15751,False,False,2.99
2023-09-01,15756,True,False,
2023-09-08,15756,False,True,2.99
2023-09-15,15756,False,False,2.99
2023-09-24,15764,True,False,
2023-10-01,15764,False,True,2.99
2023-10-08,15764,False,False,2.99
2023-10-15,15764,False,False,2.99
2023-10-22,15764,False,False,2.99
2023-11-05,15764,False,False,2.99
2023-11-12,15764,False,False,2.99
2023-09-02,15792,True,False,
2023-09-12,15818,True,False,
2023-09-19,15818,False,True,2.99
2023-09-26,15818,False,False,2.99
2023-10-10,15818,False,False,2.99
2023-10-17,15818,False,False,2.99
2023-10-24,15818,False,False,2.99
2023-10-31,15818,False,False,2.99
2023-11-07,15818,False,False,2.99
2023-11-21,15818,False,False,2.99
2023-11-28,15818,False,False,2.99
2023-12-05,15818,False,False,2.99
2023-12-19,15818,False,False,2.99
2024-01-02,15818,False,False,2.99
2024-01-09,15818,False,False,2.99
2024-01-16,15818,False,False,2.99
2023-09-20,15830,True,False,
2023-09-14,15851,True,False,
2023-09-04,15852,True,False,
2023-09-15,15862,True,False,
2023-09-05,15869,True,False,
2023-09-12,15869,False,True,2.99
2023-09-26,15869,False,False,2.99
2023-09-09,15881,True,False,
2023-09-24,15886,True,False,
2023-10-01,15886,False,True,2.99
2023-09-04,15902,True,False,
2023-09-11,15902,False,True,2.99
2023-09-25,15913,True,False,
2023-09-19,15920,True,False,
2023-09-14,15947,True,False,
2023-09-21,15947,False,True,2.99
2023-09-28,15947,False,False,2.99
2023-10-05,15947,False,False,2.99
2023-10-26,15947,False,False,2.99
2023-11-02,15947,False,False,2.99
2023-11-09,15947,False,False,2.99
2023-11-23,15947,False,False,2.99
2023-11-30,15947,False,False,2.99
2023-09-27,15948,True,False,
2023-09-08,15950,True,False,
2023-09-15,15950,False,True,2.99
2023-09-22,15950,False,False,2.99
2023-09-29,15950,False,False,2.99
2023-10-13,15950,False,False,2.99
2023-10-27,15950,False,False,2.99
2023-09-17,15952,True,False,
2023-09-09,15953,True,False,
2023-09-10,15954,True,False,
2023-09-25,15957,True,False,
2023-10-02,15957,False,True,2.99
2023-10-16,15957,False,False,2.99
2023-10-30,15957,False,False,2.99
2023-11-06,15957,False,False,2.99
2023-09-22,15962,True,False,
2023-09-01,15964,True,False,
2023-09-18,15976,True,False,
2023-09-25,15976,False,True,2.99
2023-09-17,15989,True,False,
2023-09-24,15989,False,True,2.99
2023-10-15,15989,False,False,2.99
2023-09-14,15993,True,False,
2023-09-17,16020,True,False,
2023-09-24,16020,False,True,2.99
2023-09-02,16027,True,False,
2023-09-14,16028,True,False,
2023-09-28,16043,True,False,
2023-10-05,16043,False,True,2.99
2023-09-11,16053,True,False,
2023-09-22,16056,True,False,
2023-09-29,16056,False,True,2.99
2023-09-05,16064,True,False,
2023-09-30,16067,True,False,
2023-10-07,16067,False,True,2.99
2023-10-14,16067,False,False,2.99
2023-10-21,16067,False,False,2.99
2023-11-04,16067,False,False,2.99
2023-11-11,16067,False,False,2.99
2023-11-18,16067,False,False,2.99
2023-12-02,16067,False,False,2.99
2023-12-09,16067,False,False,2.99
2023-12-16,16067,False,False,2.99
2023-12-30,16067,False,False,2.99
2024-01-06,16067,False,False,2.99
2024-01-13,16067,False,False,2.99
2024-01-20,16067,False,False,2.99
2023-09-07,16075,True,False,
2023-09-14,16075,False,True,2.99
2023-09-21,16075,False,False,2.99
2023-10-12,16075,False,False,2.99
2023-10-19,16075,False,False,2.99
2023-10-26,16075,False,False,2.99
2023-11-02,16075,False,False,2.99
2023-11-09,16075,False,False,2.99
2023-09-29,16090,True,False,
2023-09-22,16095,True,False,
2023-09-01,16105,True,False,
2023-09-22,16109,True,False,
2023-09-29,16109,False,True,2.99
2023-09-18,16125,True,False,
2023-09-25,16125,False,True,2.99
2023-10-02,16125,False,False,2.99
2023-09-25,16130,True,False,
2023-10-02,16130,False,True,2.99
2023-09-06,16170,True,False,
2023-09-16,16180,True,False,
2023-09-23,16180,False,True,2.99
2023-09-23,16185,True,False,
2023-09-08,16187,True,False,
2023-09-01,16201,True,False,
2023-09-07,16213,True,False,
2023-09-07,16231,True,False,
2023-09-25,16234,True,False,
2023-10-02,16234,False,True,2.99
2023-10-09,16234,False,False,2.99
2023-10-16,16234,False,False,2.99
2023-11-06,16234,False,False,2.99
2023-11-13,16234,False,False,2.99
2023-11-27,16234,False,False,2.99
2023-12-11,16234,False,False,2.99
2023-12-18,16234,False,False,2.99
2023-12-25,16234,False,False,2.99
2024-01-08,16234,False,False,2.99
2024-01-15,16234,False,False,2.99
2024-01-22,16234,False,False,2.99
2024-01-29,16234,False,False,2.99
2023-09-04,16243,True,False,
2023-09-11,16243,False,True,2.99
2023-09-18,16243,False,False,2.99
2023-09-20,16244,True,False,
2023-09-23,16248,True,False,
2023-09-30,16248,False,True,2.99
2023-10-07,16248,False,False,2.99
2023-10-21,16248,False,False,2.99
2023-10-28,16248,False,False,2.99
2023-11-04,16248,False,False,2.99
2023-11-18,16248,False,False,2.99
2023-12-02,16248,False,False,2.99
2023-12-23,16248,False,False,2.99
2024-01-06,16248,False,False,2.99
2024-01-13,16248,False,False,2.99
2023-09-23,16251,True,False,
2023-09-30,16251,False,True,2.99
2023-10-07,16251,False,False,2.99
2023-10-14,16251,False,False,2.99
2023-10-21,16251,False,False,2.99
2023-11-04,16251,False,False,2.99
2023-11-11,16251,False,False,2.99
2023-11-25,16251,False,False,2.99
2023-12-02,16251,False,False,2.99
2023-12-23,16251,False,False,2.99
2023-12-30,16251,False,False,2.99
2024-01-06,16251,False,False,2.99
2024-01-13,16251,False,False,2.99
2024-01-27,16251,False,False,2.99
2024-02-03,16251,False,False,2.99
2024-02-10,16251,False,False,2.99
2024-02-17,16251,False,False,2.99
2024-02-24,16251,False,False,2.99
2023-09-05,16265,True,False,
2023-09-25,16271,True,False,
2023-10-02,16271,False,True,2.99
2023-10-16,16271,False,False,2.99
2023-09-17,16293,True,False,
2023-10-01,16323,True,False,
2023-10-08,16323,False,True,2.99
2023-10-15,16323,False,False,2.99
2023-10-29,16323,False,False,2.99
2023-11-05,16323,False,False,2.99
2023-11-12,16323,False,False,2.99
2023-11-19,16323,False,False,2.99
2023-11-26,16323,False,False,2.99
2023-12-10,16323,False,False,2.99
2023-12-17,16323,False,False,2.99
2023-12-24,16323,False,False,2.99
2023-12-31,16323,False,False,2.99
2024-01-07,16323,False,False,2.99
2024-01-14,16323,False,False,2.99
2023-09-13,16359,True,False,
2023-09-20,16359,False,True,2.99
2023-09-27,16359,False,False,2.99
2023-09-13,16362,True,False,
2023-09-20,16362,False,True,2.99
2023-09-27,16362,False,False,2.99
2023-09-16,16388,True,False,
2023-09-23,16388,False,True,2.99
2023-09-30,16388,False,False,2.99
2023-10-07,16388,False,False,2.99
2023-10-14,16388,False,False,2.99
2023-10-21,16388,False,False,2.99
2023-11-04,16388,False,False,2.99
2023-11-11,16388,False,False,2.99
2023-11-18,16388,False,False,2.99
2023-09-05,16390,True,False,
2023-09-12,16390,False,True,2.99
2023-09-19,16390,False,False,2.99
2023-09-06,16399,True,False,
2023-09-02,16403,True,False,
2023-09-05,16421,True,False,
2023-09-28,16423,True,False,
2023-10-05,16423,False,True,2.99
2023-09-12,16428,True,False,
2023-09-28,16450,True,False,
2023-10-05,16450,False,True,2.99
2023-09-15,16453,True,False,
2023-09-03,16467,True,False,
2023-09-26,16482,True,False,
2023-10-03,16482,False,True,2.99
2023-10-10,16482,False,False,2.99
2023-10-17,16482,False,False,2.99
2023-09-06,16498,True,False,
2023-09-25,16519,True,False,
2023-09-23,16524,True,False,
2023-09-06,16543,True,False,
2023-09-27,16551,True,False,
2023-09-02,16552,True,False,
2023-09-09,16552,False,True,2.99
2023-09-16,16552,False,False,2.99
2023-09-23,16552,False,False,2.99
2023-09-30,16552,False,False,2.99
2023-10-07,16552,False,False,2.99
2023-10-14,16552,False,False,2.99
2023-10-21,16552,False,False,2.99
2023-11-04,16552,False,False,2.99
2023-11-11,16552,False,False,2.99
2023-09-16,16555,True,False,
2023-09-03,16570,True,False,
2023-09-23,16588,True,False,
2023-09-30,16588,False,True,2.99
2023-09-08,16594,True,False,
2023-09-15,16594,False,True,2.99
2023-09-16,16603,True,False,
2023-09-23,16603,False,True,2.99
2023-09-30,16603,False,False,2.99
2023-09-09,16618,True,False,
2023-09-16,16618,False,True,2.99
2023-09-30,16618,False,False,2.99
2023-10-14,16618,False,False,2.99
2023-10-28,16618,False,False,2.99
2023-11-04,16618,False,False,2.99
2023-11-18,16618,False,False,2.99
2023-11-25,16618,False,False,2.99
2023-12-02,16618,False,False,2.99
2023-12-16,16618,False,False,2.99
2023-12-23,16618,False,False,2.99
2023-12-30,16618,False,False,2.99
2023-09-01,16619,True,False,
2023-09-08,16619,False,True,2.99
2023-09-15,16619,False,False,2.99
2023-09-29,16619,False,False,2.99
2023-10-06,16619,False,False,2.99
2023-09-18,16623,True,False,
2023-09-25,16623,False,True,2.99
2023-09-29,16625,True,False,
2023-10-06,16625,False,True,2.99
2023-10-13,16625,False,False,2.99
2023-10-27,16625,False,False,2.99
2023-11-03,16625,False,False,2.99
2023-11-10,16625,False,False,2.99
2023-11-17,16625,False,False,2.99
2023-11-24,16625,False,False,2.99
2023-12-08,16625,False,False,2.99
2023-09-11,16637,True,False,
2023-09-02,16638,True,False,
2023-09-24,16646,True,False,
2023-10-01,16646,False,True,2.99
2023-09-18,16648,True,False,
2023-09-25,16648,False,True,2.99
2023-10-09,16648,False,False,2.99
2023-09-24,16662,True,False,
2023-09-14,16673,True,False,
2023-09-21,16673,False,True,2.99
2023-09-30,16681,True,False,
2023-10-07,16681,False,True,2.99
2023-10-14,16681,False,False,2.99
2023-10-21,16681,False,False,2.99
2023-09-03,16688,True,False,
2023-09-10,16688,False,True,2.99
2023-09-04,16694,True,False,
2023-09-03,16697,True,False,
2023-09-10,16697,False,True,2.99
2023-09-22,16717,True,False,
2023-09-29,16717,False,True,2.99
2023-10-06,16717,False,False,2.99
2023-09-11,16734,True,False,
2023-09-22,16743,True,False,
2023-09-13,16765,True,False,
2023-09-25,16767,True,False,
2023-09-29,16772,True,False,
2023-10-06,16772,False,True,2.99
2023-10-20,16772,False,False,2.99
2023-09-25,16779,True,False,
2023-10-02,16779,False,True,2.99
2023-09-07,16783,True,False,
2023-09-02,16788,True,False,
2023-09-05,16796,True,False,
2023-09-10,16805,True,False,
2023-09-17,16805,False,True,2.99
2023-09-24,16805,False,False,2.99
2023-09-26,16816,True,False,
2023-09-19,16838,True,False,
2023-09-26,16838,False,True,2.99
2023-09-14,16840,True,False,
2023-09-21,16840,False,True,2.99
2023-09-06,16849,True,False,
2023-09-23,16856,True,False,
2023-09-08,16871,True,False,
2023-09-01,16902,True,False,
2023-09-08,16906,True,False,
2023-09-15,16906,False,True,2.99
2023-09-22,16906,False,False,2.99
2023-09-29,16906,False,False,2.99
2023-09-23,16908,True,False,
2023-09-30,16908,False,True,2.99
2023-09-16,16909,True,False,
2023-09-23,16909,False,True,2.99
2023-09-21,16916,True,False,
2023-09-06,16919,True,False,
2023-09-13,16919,False,True,2.99
2023-09-20,16919,False,False,2.99
2023-09-27,16919,False,False,2.99
2023-10-04,16919,False,False,2.99
2023-10-11,16919,False,False,2.99
2023-09-23,16922,True,False,
2023-10-02,16924,True,False,
2023-10-09,16924,False,True,2.99
2023-09-28,16927,True,False,
2023-09-14,16944,True,False,
2023-09-23,16960,True,False,
2023-09-30,16960,False,True,2.99
2023-09-17,16965,True,False,
2023-09-05,16969,True,False,
2023-09-14,16977,True,False,
2023-09-21,16977,False,True,2.99
2023-09-21,17015,True,False,
2023-09-28,17015,False,True,2.99
2023-10-04,17017,True,False,
2023-10-11,17017,False,True,2.99
2023-11-01,17017,False,False,2.99
2023-11-08,17017,False,False,2.99
2023-11-22,17017,False,False,2.99
2023-11-29,17017,False,False,2.99
2023-12-13,17017,False,False,2.99
2023-09-24,17036,True,False,
2023-10-01,17036,False,True,2.99
2023-09-07,17045,True,False,
2023-09-07,17057,True,False,
2023-09-14,17057,False,True,2.99
2023-09-13,17069,True,False,
2023-09-26,17091,True,False,
2023-10-03,17091,False,True,2.99
2023-09-08,17096,True,False,
2023-09-15,17096,False,True,2.99
2023-10-06,17096,False,False,2.99
2023-10-13,17096,False,False,2.99
2023-10-01,17098,True,False,
2023-10-08,17098,False,True,2.99
2023-09-28,17111,True,False,
2023-10-05,17111,False,True,2.99
2023-09-23,17114,True,False,
2023-09-12,17121,True,False,
2023-09-19,17121,False,True,2.99
2023-09-26,17121,False,False,2.99
2023-09-29,17124,True,False,
2023-10-06,17124,False,True,2.99
2023-10-13,17124,False,False,2.99
2023-10-20,17124,False,False,2.99
2023-10-27,17124,False,False,2.99
2023-09-09,17129,True,False,
2023-09-19,17132,True,False,
2023-09-26,17132,False,True,2.99
2023-10-03,17132,False,False,2.99
2023-10-10,17132,False,False,2.99
2023-09-02,17137,True,False,
2023-09-15,17139,True,False,
2023-09-20,17142,True,False,
2023-09-27,17142,False,True,2.99
2023-10-01,17152,True,False,
2023-10-08,17152,False,True,2.99
2023-09-23,17156,True,False,
2023-09-17,17157,True,False,
2023-09-24,17157,False,True,2.99
2023-10-01,17157,False,False,2.99
2023-10-08,17157,False,False,2.99
2023-10-15,17157,False,False,2.99
2023-10-22,17157,False,False,2.99
2023-10-29,17157,False,False,2.99
2023-11-05,17157,False,False,2.99
2023-09-24,17159,True,False,
2023-09-03,17163,True,False,
2023-09-28,17169,True,False,
2023-09-21,17185,True,False,
2023-09-28,17185,False,True,2.99
2023-10-05,17185,False,False,2.99
2023-10-12,17185,False,False,2.99
2023-10-19,17185,False,False,2.99
2023-10-26,17185,False,False,2.99
2023-09-01,17188,True,False,
2023-09-08,17188,False,True,2.99
2023-09-22,17192,True,False,
2023-09-12,17204,True,False,
2023-09-04,17217,True,False,
2023-09-16,17231,True,False,
2023-09-28,17253,True,False,
2023-10-05,17253,False,True,2.99
2023-10-12,17253,False,False,2.99
2023-09-15,17259,True,False,
2023-09-22,17259,False,True,2.99
2023-09-21,17267,True,False,
2023-09-28,17267,False,True,2.99
2023-10-05,17267,False,False,2.99
2023-09-11,17270,True,False,
2023-09-24,17273,True,False,
2023-09-02,17277,True,False,
2023-09-09,17277,False,True,2.99
2023-09-19,17281,True,False,
2023-09-02,17294,True,False,
2023-09-11,17313,True,False,
2023-09-18,17313,False,True,2.99
2023-09-12,17321,True,False,
2023-09-07,17324,True,False,
2023-09-12,17344,True,False,
2023-09-19,17344,False,True,2.99
2023-09-26,17344,False,False,2.99
2023-09-28,17348,True,False,
2023-10-05,17348,False,True,2.99
2023-10-19,17348,False,False,2.99
2023-10-26,17348,False,False,2.99
2023-09-18,17356,True,False,
2023-09-25,17356,False,True,2.99
2023-09-03,17360,True,False,
2023-09-07,17371,True,False,
2023-09-14,17371,False,True,2.99
2023-09-09,17375,True,False,
2023-09-16,17375,False,True,2.99
2023-09-30,17375,False,False,2.99
2023-10-07,17375,False,False,2.99
2023-10-14,17375,False,False,2.99
2023-10-21,17375,False,False,2.99
2023-10-28,17375,False,False,2.99
2023-11-11,17375,False,False,2.99
2023-11-18,17375,False,False,2.99
2023-11-25,17375,False,False,2.99
2023-12-16,17375,False,False,2.99
2023-09-09,17377,True,False,
2023-09-11,17384,True,False,
2023-09-18,17384,False,True,2.99
2023-09-13,17391,True,False,
2023-09-08,17415,True,False,
2023-09-15,17415,False,True,2.99
2023-09-08,17416,True,False,
2023-09-15,17416,False,True,2.99
2023-09-22,17416,False,False,2.99
2023-09-29,17416,False,False,2.99
2023-10-06,17416,False,False,2.99
2023-10-13,17416,False,False,2.99
2023-10-20,17416,False,False,2.99
2023-10-27,17416,False,False,2.99
2023-11-03,17416,False,False,2.99
2023-11-10,17416,False,False,2.99
2023-09-20,17419,True,False,
2023-09-02,17427,True,False,
2023-09-09,17427,False,True,2.99
2023-09-10,17428,True,False,
2023-09-18,17450,True,False,
2023-09-25,17450,False,True,2.99
2023-10-01,17459,True,False,
2023-10-08,17459,False,True,2.99
2023-09-09,17462,True,False,
2023-09-16,17462,False,True,2.99
2023-09-27,17472,True,False,
2023-10-04,17472,False,True,2.99
2023-09-22,17487,True,False,
2023-09-29,17487,False,True,2.99
2023-10-06,17487,False,False,2.99
2023-09-19,17496,True,False,
2023-09-26,17496,False,True,2.99
2023-10-03,17496,False,False,2.99
2023-10-10,17496,False,False,2.99
2023-10-17,17496,False,False,2.99
2023-10-31,17496,False,False,2.99
2023-09-05,17509,True,False,
2023-09-26,17527,True,False,
2023-09-10,17541,True,False,
2023-09-17,17541,False,True,2.99
2023-09-07,17544,True,False,
2023-09-14,17544,False,True,2.99
2023-09-21,17552,True,False,
2023-09-14,17554,True,False,
2023-09-21,17554,False,True,2.99
2023-09-20,17581,True,False,
2023-09-10,17623,True,False,
2023-09-07,17632,True,False,
2023-09-14,17632,False,True,2.99
2023-09-21,17632,False,False,2.99
2023-09-28,17632,False,False,2.99
2023-10-05,17632,False,False,2.99
2023-10-12,17632,False,False,2.99
2023-10-19,17632,False,False,2.99
2023-10-26,17632,False,False,2.99
2023-11-02,17632,False,False,2.99
2023-11-09,17632,False,False,2.99
2023-11-16,17632,False,False,2.99
2023-11-23,17632,False,False,2.99
2023-11-30,17632,False,False,2.99
2023-12-07,17632,False,False,2.99
2023-12-14,17632,False,False,2.99
2024-01-11,17632,False,False,2.99
2024-01-18,17632,False,False,2.99
2024-01-25,17632,False,False,2.99
2024-02-01,17632,False,False,2.99
2023-09-01,17637,True,False,
2023-09-08,17637,False,True,2.99
2023-09-15,17637,False,False,2.99
2023-09-22,17637,False,False,2.99
2023-10-06,17637,False,False,2.99
2023-10-13,17637,False,False,2.99
2023-10-20,17637,False,False,2.99
2023-09-16,17652,True,False,
2023-09-16,17656,True,False,
2023-09-23,17656,False,True,2.99
2023-09-30,17656,False,False,2.99
2023-10-07,17656,False,False,2.99
2023-10-14,17656,False,False,2.99
2023-09-20,17667,True,False,
2023-09-27,17667,False,True,2.99
2023-10-04,17667,False,False,2.99
2023-10-11,17667,False,False,2.99
2023-09-12,17686,True,False,
2023-09-06,17689,True,False,
2023-09-13,17689,False,True,2.99
2023-09-25,17696,True,False,
2023-09-24,17709,True,False,
2023-10-01,17709,False,True,2.99
2023-09-10,17720,True,False,
2023-09-17,17720,False,True,2.99
2023-09-24,17720,False,False,2.99
2023-10-01,17720,False,False,2.99
2023-10-08,17720,False,False,2.99
2023-09-29,17721,True,False,
2023-10-06,17721,False,True,2.99
2023-10-13,17721,False,False,2.99
2023-10-20,17721,False,False,2.99
2023-09-11,17732,True,False,
2023-09-18,17732,False,True,2.99
2023-09-25,17732,False,False,2.99
2023-10-02,17732,False,False,2.99
2023-10-16,17732,False,False,2.99
2023-10-30,17732,False,False,2.99
2023-11-27,17732,False,False,2.99
2023-12-04,17732,False,False,2.99
2023-12-11,17732,False,False,2.99
2023-12-25,17732,False,False,2.99
2023-09-03,17757,True,False,
2023-09-10,17757,False,True,2.99
2023-09-11,17787,True,False,
2023-09-18,17787,False,True,2.99
2023-09-25,17787,False,False,2.99
2023-10-02,17787,False,False,2.99
2023-10-09,17787,False,False,2.99
2023-10-23,17787,False,False,2.99
2023-09-18,17800,True,False,
2023-09-25,17800,False,True,2.99
2023-10-02,17800,False,False,2.99
2023-10-09,17800,False,False,2.99
2023-09-29,17832,True,False,
2023-09-16,17833,True,False,
2023-09-16,17837,True,False,
2023-09-20,17840,True,False,
2023-09-27,17840,False,True,2.99
2023-09-16,17843,True,False,
2023-09-05,17859,True,False,
2023-09-12,17859,False,True,2.99
2023-09-21,17861,True,False,
2023-09-29,17863,True,False,
2023-09-28,17871,True,False,
2023-09-20,17877,True,False,
2023-09-05,17879,True,False,
2023-09-12,17879,False,True,2.99
2023-09-19,17879,False,False,2.99
2023-09-20,17892,True,False,
2023-09-27,17892,False,True,2.99
2023-10-04,17892,False,False,2.99
2023-10-11,17892,False,False,2.99
2023-10-18,17892,False,False,2.99
2023-10-25,17892,False,False,2.99
2023-11-01,17892,False,False,2.99
2023-11-08,17892,False,False,2.99
2023-11-15,17892,False,False,2.99
2023-11-22,17892,False,False,2.99
2023-11-29,17892,False,False,2.99
2023-12-06,17892,False,False,2.99
2023-12-20,17892,False,False,2.99
2023-12-27,17892,False,False,2.99
2024-01-10,17892,False,False,2.99
2024-01-17,17892,False,False,2.99
2024-01-31,17892,False,False,2.99
2024-02-07,17892,False,False,2.99
2024-02-14,17892,False,False,2.99
2024-02-21,17892,False,False,2.99
2024-02-28,17892,False,False,2.99
2023-09-10,17894,True,False,
2023-09-17,17894,False,True,2.99
2023-09-16,17901,True,False,
2023-09-06,17905,True,False,
2023-09-13,17905,False,True,2.99
2023-09-17,17912,True,False,
2023-09-16,17936,True,False,
2023-09-16,17954,True,False,
2023-09-23,17954,False,True,2.99
2023-09-23,17956,True,False,
2023-09-30,17956,False,True,2.99
2023-10-07,17956,False,False,2.99
2023-10-28,17956,False,False,2.99
2023-11-04,17956,False,False,2.99
2023-11-11,17956,False,False,2.99
2023-11-25,17956,False,False,2.99
2023-09-11,17976,True,False,
2023-09-18,17976,False,True,2.99
2023-09-25,17976,False,False,2.99
2023-09-20,18005,True,False,
2023-09-27,18005,False,True,2.99
2023-10-04,18005,False,False,2.99
2023-09-12,18008,True,False,
2023-09-03,18009,True,False,
2023-09-27,18017,True,False,
2023-10-04,18017,False,True,2.99
2023-09-04,18029,True,False,
2023-09-11,18029,False,True,2.99
2023-09-21,18031,True,False,
2023-09-16,18042,True,False,
2023-09-23,18042,False,True,2.99
2023-10-21,18042,False,False,2.99
2023-10-28,18042,False,False,2.99
2023-09-21,18059,True,False,
2023-09-20,18061,True,False,
2023-09-17,18069,True,False,
2023-09-11,18070,True,False,
2023-09-18,18070,False,True,2.99
2023-09-25,18070,False,False,2.99
2023-10-02,18070,False,False,2.99
2023-09-20,18074,True,False,
2023-09-26,18079,True,False,
2023-10-03,18079,False,True,2.99
2023-09-25,18080,True,False,
2023-09-24,18104,True,False,
2023-10-01,18104,False,True,2.99
2023-09-11,18114,True,False,
2023-09-06,18117,True,False,
2023-09-13,18117,False,True,2.99
2023-09-27,18117,False,False,2.99
2023-10-04,18117,False,False,2.99
2023-10-18,18117,False,False,2.99
2023-10-25,18117,False,False,2.99
2023-11-01,18117,False,False,2.99
2023-11-08,18117,False,False,2.99
2023-11-15,18117,False,False,2.99
2023-09-05,18118,True,False,
2023-09-12,18118,False,True,2.99
2023-09-07,18123,True,False,
2023-09-14,18123,False,True,2.99
2023-09-21,18123,False,False,2.99
2023-10-05,18123,False,False,2.99
2023-10-12,18123,False,False,2.99
2023-10-19,18123,False,False,2.99
2023-10-26,18123,False,False,2.99
2023-11-02,18123,False,False,2.99
2023-11-16,18123,False,False,2.99
2023-11-23,18123,False,False,2.99
2023-11-30,18123,False,False,2.99
2023-12-07,18123,False,False,2.99
2023-12-14,18123,False,False,2.99
2023-12-21,18123,False,False,2.99
2024-01-04,18123,False,False,2.99
2024-01-11,18123,False,False,2.99
2024-01-18,18123,False,False,2.99
2024-01-25,18123,False,False,2.99
2024-02-08,18123,False,False,2.99
2024-02-15,18123,False,False,2.99
2024-02-22,18123,False,False,2.99
2024-03-14,18123,False,False,2.99
2024-03-21,18123,False,False,2.99
2023-09-25,18125,True,False,
2023-10-02,18125,False,True,2.99
2023-09-25,18128,True,False,
2023-09-08,18141,True,False,
2023-09-19,18154,True,False,
2023-09-26,18154,False,True,2.99
2023-09-14,18160,True,False,
2023-09-21,18160,False,True,2.99
2023-09-28,18160,False,False,2.99
2023-10-05,18160,False,False,2.99
2023-10-19,18160,False,False,2.99
2023-10-26,18160,False,False,2.99
2023-11-02,18160,False,False,2.99
2023-11-23,18160,False,False,2.99
2023-11-30,18160,False,False,2.99
2023-12-07,18160,False,False,2.99
2023-09-26,18161,True,False,
2023-10-03,18161,False,True,2.99
2023-09-16,18163,True,False,
2023-09-23,18163,False,True,2.99
2023-09-01,18168,True,False,
2023-09-25,18179,True,False,
2023-10-02,18179,False,True,2.99
2023-09-15,18193,True,False,
2023-09-22,18193,False,True,2.99
2023-10-13,18193,False,False,2.99
2023-09-21,18225,True,False,
2023-09-28,18225,False,True,2.99
2023-10-05,18225,False,False,2.99
2023-10-12,18225,False,False,2.99
2023-10-19,18225,False,False,2.99
2023-10-26,18225,False,False,2.99
2023-11-02,18225,False,False,2.99
2023-09-07,18227,True,False,
2023-09-21,18233,True,False,
2023-09-29,18266,True,False,
2023-10-06,18266,False,True,2.99
2023-09-22,18272,True,False,
2023-09-29,18272,False,True,2.99
2023-10-13,18272,False,False,2.99
2023-10-20,18272,False,False,2.99
2023-09-19,18307,True,False,
2023-09-12,18320,True,False,
2023-09-25,18325,True,False,
2023-10-02,18325,False,True,2.99
2023-10-09,18325,False,False,2.99
2023-09-21,18333,True,False,
2023-09-28,18333,False,True,2.99
2023-09-06,18343,True,False,
2023-09-29,18393,True,False,
2023-09-28,18407,True,False,
2023-09-20,18408,True,False,
2023-09-19,18437,True,False,
2023-09-21,18440,True,False,
2023-09-28,18440,False,True,2.99
2023-09-20,18452,True,False,
2023-09-27,18457,True,False,
2023-09-08,18469,True,False,
2023-09-01,18501,True,False,
2023-09-08,18501,False,True,2.99
2023-09-15,18501,False,False,2.99
2023-09-22,18501,False,False,2.99
2023-09-29,18501,False,False,2.99
2023-09-17,18515,True,False,
2023-09-24,18515,False,True,2.99
2023-10-01,18515,False,False,2.99
2023-10-08,18515,False,False,2.99
2023-10-15,18515,False,False,2.99
2023-10-22,18515,False,False,2.99
2023-10-29,18515,False,False,2.99
2023-09-28,18516,True,False,
2023-10-05,18516,False,True,2.99
2023-09-01,18520,True,False,
2023-09-08,18520,False,True,2.99
2023-09-29,18520,False,False,2.99
2023-10-13,18520,False,False,2.99
2023-10-20,18520,False,False,2.99
2023-09-26,18521,True,False,
2023-09-13,18534,True,False,
2023-09-05,18537,True,False,
2023-09-12,18537,False,True,2.99
2023-09-20,18565,True,False,
2023-09-27,18565,False,True,2.99
2023-09-26,18566,True,False,
2023-09-25,18576,True,False,
2023-09-27,18590,True,False,
2023-10-04,18590,False,True,2.99
2023-09-07,18601,True,False,
2023-09-20,18604,True,False,
2023-09-27,18611,True,False,
2023-09-19,18630,True,False,
2023-09-26,18630,False,True,2.99
2023-10-10,18630,False,False,2.99
2023-10-17,18630,False,False,2.99
2023-10-31,18630,False,False,2.99
2023-09-24,18649,True,False,
2023-09-10,18658,True,False,
2023-09-17,18658,False,True,2.99
