user_id,segment,install_date
5872,2,2023-09-27
5873,2,2023-09-06
5874,1,2023-09-11
5875,0,2023-09-27
5876,0,2023-09-14
5877,2,2023-09-06
5878,2,2023-09-28
5879,2,2023-09-24
5880,1,2023-09-15
5881,1,2023-09-04
5882,0,2023-09-03
5883,1,2023-09-27
5884,0,2023-09-26
5885,1,2023-09-06
5886,0,2023-09-21
5887,2,2023-09-28
5888,1,2023-09-21
5889,2,2023-09-19
5890,0,2023-09-07
5891,1,2023-09-19
5892,2,2023-09-02
5893,1,2023-09-26
5894,2,2023-09-07
5895,0,2023-09-17
5896,2,2023-09-02
5897,1,2023-09-20
5898,1,2023-09-20
5899,2,2023-09-10
5900,1,2023-09-23
5901,1,2023-09-05
5902,2,2023-09-22
5903,2,2023-09-12
5904,0,2023-09-22
5905,1,2023-09-05
5906,1,2023-09-04
5907,1,2023-09-27
5908,1,2023-09-12
5909,1,2023-09-26
5910,1,2023-09-25
5911,2,2023-09-13
5912,0,2023-09-01
5913,2,2023-09-11
5914,0,2023-09-17
5915,0,2023-09-26
5916,0,2023-09-04
5917,0,2023-09-08
5918,2,2023-09-25
5919,0,2023-09-12
5920,2,2023-09-15
5921,1,2023-09-01
5922,2,2023-09-14
5923,0,2023-09-13
5924,1,2023-09-22
5925,0,2023-09-16
5926,1,2023-09-16
5927,1,2023-09-02
5928,2,2023-09-08
5929,0,2023-09-20
5930,2,2023-09-26
5931,2,2023-09-03
5932,0,2023-09-03
5933,1,2023-09-16
5934,1,2023-09-26
5935,2,2023-09-02
5936,1,2023-09-10
5937,1,2023-09-08
5938,2,2023-09-08
5939,0,2023-09-14
5940,1,2023-09-10
5941,0,2023-09-15
5942,0,2023-09-06
5943,1,2023-09-02
5944,1,2023-09-19
5945,2,2023-09-22
5946,1,2023-09-29
5947,1,2023-09-04
5948,1,2023-09-04
5949,0,2023-09-07
5950,2,2023-09-12
5951,2,2023-09-19
5952,0,2023-09-16
5953,1,2023-09-26
5954,2,2023-09-13
5955,0,2023-09-19
5956,2,2023-09-03
5957,2,2023-09-17
5958,1,2023-09-29
5959,0,2023-09-14
5960,1,2023-09-10
5961,2,2023-09-23
5962,0,2023-09-22
5963,1,2023-09-24
5964,2,2023-09-04
5965,1,2023-09-14
5966,1,2023-09-24
5967,1,2023-09-08
5968,1,2023-09-16
5969,2,2023-09-20
5970,2,2023-09-10
5971,2,2023-09-17
5972,2,2023-09-01
5973,2,2023-09-07
5974,1,2023-09-16
5975,0,2023-09-18
5976,0,2023-09-17
5977,0,2023-09-20
5978,1,2023-09-21
5979,2,2023-09-22
5980,2,2023-09-16
5981,2,2023-09-01
5982,0,2023-09-10
5983,2,2023-09-25
5984,0,2023-09-04
5985,1,2023-09-05
5986,0,2023-09-06
5987,2,2023-09-22
5988,2,2023-09-09
5989,1,2023-09-12
5990,0,2023-09-09
5991,0,2023-09-02
5992,1,2023-09-23
5993,0,2023-09-25
5994,1,2023-09-01
5995,2,2023-09-14
5996,2,2023-09-15
5997,1,2023-09-25
5998,1,2023-09-02
5999,0,2023-09-23
6000,2,2023-09-26
6001,1,2023-09-20
6002,2,2023-09-10
6003,0,2023-09-13
6004,1,2023-09-12
6005,0,2023-09-13
6006,0,2023-09-13
6007,2,2023-09-01
6008,0,2023-09-23
6009,2,2023-09-23
6010,1,2023-09-23
6011,2,2023-09-29
6012,1,2023-09-10
6013,0,2023-09-17
6014,1,2023-09-13
6015,0,2023-09-07
6016,1,2023-09-24
6017,2,2023-09-04
6018,0,2023-09-03
6019,2,2023-09-26
6020,1,2023-09-07
6021,1,2023-09-16
6022,1,2023-09-29
6023,0,2023-09-23
6024,1,2023-09-14
6025,2,2023-09-26
6026,0,2023-09-17
6027,0,2023-09-15
6028,2,2023-09-28
6029,1,2023-09-25
6030,2,2023-09-06
6031,0,2023-09-03
6032,0,2023-09-05
6033,1,2023-09-10
6034,0,2023-09-01
6035,0,2023-09-09
6036,0,2023-09-21
6037,1,2023-09-26
6038,2,2023-09-27
6039,1,2023-09-26
6040,0,2023-09-17
6041,0,2023-09-13
6042,2,2023-09-22
6043,1,2023-09-08
6044,1,2023-09-02
6045,1,2023-09-12
6046,2,2023-09-05
6047,1,2023-09-20
6048,2,2023-09-01
6049,2,2023-09-15
6050,0,2023-09-17
6051,2,2023-09-23
6052,1,2023-09-10
6053,2,2023-09-16
6054,0,2023-09-14
6055,2,2023-09-29
6056,1,2023-09-09
6057,0,2023-09-14
6058,1,2023-09-08
6059,0,2023-09-03
6060,2,2023-09-23
6061,1,2023-09-25
6062,0,2023-09-13
6063,0,2023-09-23
6064,1,2023-09-24
6065,0,2023-09-19
6066,0,2023-09-12
6067,2,2023-09-09
6068,2,2023-09-08
6069,1,2023-09-02
6070,1,2023-09-12
6071,0,2023-09-02
6072,2,2023-09-13
6073,2,2023-09-22
6074,1,2023-09-19
6075,1,2023-09-17
6076,2,2023-09-17
6077,1,2023-09-21
6078,0,2023-09-23
6079,2,2023-09-07
6080,2,2023-09-09
6081,1,2023-09-20
6082,1,2023-09-20
6083,1,2023-09-27
6084,2,2023-09-08
6085,2,2023-09-24
6086,0,2023-09-17
6087,2,2023-09-18
6088,1,2023-09-22
6089,1,2023-09-19
6090,2,2023-09-05
6091,0,2023-09-23
6092,1,2023-09-10
6093,0,2023-09-27
6094,2,2023-09-19
6095,0,2023-09-10
6096,2,2023-09-09
6097,1,2023-09-05
6098,0,2023-09-02
6099,0,2023-09-20
6100,1,2023-09-03
6101,2,2023-09-01
6102,2,2023-09-09
6103,1,2023-09-07
6104,0,2023-09-15
6105,1,2023-09-06
6106,1,2023-09-17
6107,0,2023-09-22
6108,1,2023-09-06
6109,1,2023-09-18
6110,1,2023-09-06
6111,1,2023-09-29
6112,1,2023-09-25
6113,0,2023-09-05
6114,0,2023-09-08
6115,1,2023-09-12
6116,1,2023-09-01
6117,0,2023-09-05
6118,0,2023-09-29
6119,2,2023-09-19
6120,2,2023-09-02
6121,2,2023-09-03
6122,0,2023-09-07
6123,1,2023-09-17
6124,1,2023-09-27
6125,2,2023-09-27
6126,2,2023-09-15
6127,0,2023-09-24
6128,0,2023-09-29
6129,0,2023-09-02
6130,0,2023-09-06
6131,2,2023-09-21
6132,1,2023-09-11
6133,0,2023-09-03
6134,1,2023-09-24
6135,0,2023-09-04
6136,2,2023-09-28
6137,2,2023-09-05
6138,0,2023-09-07
6139,2,2023-09-26
6140,0,2023-09-18
6141,2,2023-09-13
6142,2,2023-09-08
6143,2,2023-09-03
6144,0,2023-09-01
6145,2,2023-09-16
6146,1,2023-09-06
6147,0,2023-09-11
6148,2,2023-09-09
6149,2,2023-09-26
6150,2,2023-09-25
6151,2,2023-09-07
6152,1,2023-09-20
6153,0,2023-09-05
6154,2,2023-09-24
6155,1,2023-09-16
6156,1,2023-09-21
6157,2,2023-09-17
6158,1,2023-09-14
6159,2,2023-09-11
6160,0,2023-09-02
6161,0,2023-09-14
6162,1,2023-09-11
6163,0,2023-09-29
6164,1,2023-09-01
6165,1,2023-09-11
6166,0,2023-09-28
6167,0,2023-09-19
6168,2,2023-09-24
6169,1,2023-09-03
6170,2,2023-09-17
6171,0,2023-09-16
6172,0,2023-09-18
6173,1,2023-09-16
6174,0,2023-09-24
6175,2,2023-09-27
6176,0,2023-09-19
6177,0,2023-09-05
6178,2,2023-09-02
6179,0,2023-09-27
6180,0,2023-09-13
6181,1,2023-09-03
6182,0,2023-09-10
6183,2,2023-09-22
6184,2,2023-09-05
6185,2,2023-09-06
6186,2,2023-09-13
6187,1,2023-09-18
6188,2,2023-09-15
6189,1,2023-09-09
6190,0,2023-09-03
6191,0,2023-09-10
6192,1,2023-09-01
6193,0,2023-09-11
6194,2,2023-09-05
6195,0,2023-09-09
6196,2,2023-09-27
6197,1,2023-09-07
6198,2,2023-09-08
6199,0,2023-09-26
6200,2,2023-09-03
6201,0,2023-09-06
6202,1,2023-09-21
6203,1,2023-09-13
6204,1,2023-09-19
6205,2,2023-09-18
6206,0,2023-09-15
6207,1,2023-09-15
6208,2,2023-09-24
6209,0,2023-09-18
6210,1,2023-09-07
6211,2,2023-09-03
6212,1,2023-09-16
6213,0,2023-09-26
6214,0,2023-09-03
6215,0,2023-09-18
6216,0,2023-09-02
6217,2,2023-09-04
6218,1,2023-09-28
6219,2,2023-09-08
6220,2,2023-09-23
6221,2,2023-09-17
6222,1,2023-09-29
6223,1,2023-09-28
6224,2,2023-09-01
6225,2,2023-09-13
6226,2,2023-09-19
6227,2,2023-09-15
6228,1,2023-09-08
6229,2,2023-09-23
6230,2,2023-09-13
6231,2,2023-09-10
6232,1,2023-09-20
6233,2,2023-09-25
6234,1,2023-09-29
6235,2,2023-09-20
6236,2,2023-09-24
6237,0,2023-09-19
6238,2,2023-09-21
6239,1,2023-09-24
6240,1,2023-09-18
6241,2,2023-09-26
6242,1,2023-09-02
6243,1,2023-09-10
6244,0,2023-09-02
6245,1,2023-09-23
6246,2,2023-09-24
6247,2,2023-09-09
6248,2,2023-09-07
6249,1,2023-09-10
6250,2,2023-09-10
6251,2,2023-09-22
6252,2,2023-09-27
6253,2,2023-09-25
6254,2,2023-09-25
6255,1,2023-09-18
6256,2,2023-09-14
6257,0,2023-09-06
6258,1,2023-09-28
6259,0,2023-09-04
6260,0,2023-09-29
6261,2,2023-09-28
6262,1,2023-09-22
6263,0,2023-09-25
6264,2,2023-09-15
6265,2,2023-09-21
6266,1,2023-09-21
6267,2,2023-09-29
6268,1,2023-09-27
6269,0,2023-09-13
6270,2,2023-09-15
6271,1,2023-09-05
6272,1,2023-09-16
6273,2,2023-09-22
6274,0,2023-09-29
6275,1,2023-09-15
6276,1,2023-09-20
6277,0,2023-09-26
6278,1,2023-09-15
6279,1,2023-09-18
6280,2,2023-09-15
6281,1,2023-09-15
6282,0,2023-09-23
6283,1,2023-09-01
6284,2,2023-09-06
6285,0,2023-09-21
6286,0,2023-09-01
6287,0,2023-09-28
6288,0,2023-09-27
6289,1,2023-09-20
6290,2,2023-09-13
6291,1,2023-09-06
6292,1,2023-09-23
6293,2,2023-09-01
6294,2,2023-09-01
6295,0,2023-09-02
6296,2,2023-09-23
6297,2,2023-09-27
6298,2,2023-09-06
6299,1,2023-09-20
6300,1,2023-09-02
6301,0,2023-09-05
6302,2,2023-09-28
6303,0,2023-09-22
6304,2,2023-09-26
6305,2,2023-09-17
6306,2,2023-09-29
6307,2,2023-09-22
6308,2,2023-09-16
6309,1,2023-09-19
6310,1,2023-09-05
6311,0,2023-09-16
6312,1,2023-09-21
6313,2,2023-09-07
6314,1,2023-09-19
6315,2,2023-09-14
6316,0,2023-09-10
6317,0,2023-09-17
6318,2,2023-09-02
6319,1,2023-09-21
6320,0,2023-09-03
6321,1,2023-09-04
6322,0,2023-09-15
6323,2,2023-09-07
6324,1,2023-09-12
6325,2,2023-09-05
6326,0,2023-09-21
6327,0,2023-09-08
6328,1,2023-09-03
6329,1,2023-09-06
6330,1,2023-09-25
6331,2,2023-09-14
6332,1,2023-09-12
6333,1,2023-09-01
6334,0,2023-09-22
6335,1,2023-09-11
6336,1,2023-09-01
6337,0,2023-09-15
6338,2,2023-09-25
6339,1,2023-09-20
6340,0,2023-09-16
6341,1,2023-09-12
6342,2,2023-09-15
6343,0,2023-09-21
6344,1,2023-09-26
6345,0,2023-09-16
6346,0,2023-09-05
6347,1,2023-09-13
6348,0,2023-09-27
6349,0,2023-09-29
6350,2,2023-09-19
6351,1,2023-09-21
6352,2,2023-09-04
6353,0,2023-09-25
6354,2,2023-09-11
6355,2,2023-09-25
6356,0,2023-09-14
6357,2,2023-09-26
6358,1,2023-09-21
6359,1,2023-09-15
6360,0,2023-09-18
6361,0,2023-09-29
6362,2,2023-09-02
6363,0,2023-09-13
6364,0,2023-09-21
6365,0,2023-09-18
6366,1,2023-09-08
6367,1,2023-09-17
6368,0,2023-09-17
6369,0,2023-09-22
6370,1,2023-09-14
6371,2,2023-09-07
6372,2,2023-09-22
6373,1,2023-09-22
6374,1,2023-09-21
6375,2,2023-09-14
6376,1,2023-09-20
6377,2,2023-09-25
6378,2,2023-09-04
6379,0,2023-09-23
6380,0,2023-09-04
6381,2,2023-09-28
6382,1,2023-09-18
6383,1,2023-09-08
6384,1,2023-09-25
6385,2,2023-09-21
6386,0,2023-09-15
6387,1,2023-09-13
6388,0,2023-09-24
6389,1,2023-09-01
6390,2,2023-09-02
6391,0,2023-09-21
6392,0,2023-09-15
6393,1,2023-09-15
6394,1,2023-09-22
6395,0,2023-09-28
6396,2,2023-09-29
6397,0,2023-09-05
6398,2,2023-09-04
6399,2,2023-09-21
6400,1,2023-09-06
6401,0,2023-09-10
6402,0,2023-09-24
6403,2,2023-09-23
6404,0,2023-09-27
6405,0,2023-09-06
6406,1,2023-09-07
6407,1,2023-09-24
6408,1,2023-09-23
6409,0,2023-09-26
6410,0,2023-09-20
6411,0,2023-09-13
6412,0,2023-09-11
6413,0,2023-09-14
6414,0,2023-09-13
6415,2,2023-09-27
6416,0,2023-09-08
6417,0,2023-09-12
6418,1,2023-09-21
6419,1,2023-09-07
6420,0,2023-09-19
6421,0,2023-09-20
6422,2,2023-09-08
6423,2,2023-09-13
6424,0,2023-09-12
6425,1,2023-09-29
6426,0,2023-09-05
6427,1,2023-09-18
6428,0,2023-09-27
6429,1,2023-09-25
6430,2,2023-09-26
6431,2,2023-09-24
6432,0,2023-09-02
6433,2,2023-09-17
6434,0,2023-09-25
6435,0,2023-09-28
6436,0,2023-09-06
6437,1,2023-09-25
6438,0,2023-09-28
6439,0,2023-09-08
6440,2,2023-09-05
6441,1,2023-09-21
6442,1,2023-09-17
6443,0,2023-09-27
6444,1,2023-09-09
6445,1,2023-09-23
6446,2,2023-09-16
6447,2,2023-09-05
6448,0,2023-09-19
6449,1,2023-09-28
6450,0,2023-09-25
6451,2,2023-09-24
6452,2,2023-09-29
6453,1,2023-09-16
6454,0,2023-09-26
6455,0,2023-09-15
6456,0,2023-09-09
6457,0,2023-09-24
6458,1,2023-09-15
6459,1,2023-09-01
6460,1,2023-09-21
6461,1,2023-09-07
6462,0,2023-09-25
6463,2,2023-09-18
6464,2,2023-09-28
6465,2,2023-09-02
6466,1,2023-09-16
6467,1,2023-09-29
6468,1,2023-09-22
6469,1,2023-09-23
6470,1,2023-09-27
6471,1,2023-09-23
6472,2,2023-09-29
6473,1,2023-09-06
6474,2,2023-09-17
6475,0,2023-09-18
6476,2,2023-09-15
6477,1,2023-09-22
6478,1,2023-09-02
6479,0,2023-09-15
6480,0,2023-09-22
6481,0,2023-09-18
6482,2,2023-09-25
6483,2,2023-09-22
6484,2,2023-09-13
6485,2,2023-09-04
6486,2,2023-09-22
6487,2,2023-09-16
6488,2,2023-09-13
6489,0,2023-09-29
6490,0,2023-09-03
6491,1,2023-09-02
6492,1,2023-09-17
6493,1,2023-09-20
6494,1,2023-09-02
6495,1,2023-09-18
6496,1,2023-09-06
6497,2,2023-09-15
6498,0,2023-09-19
6499,0,2023-09-28
6500,0,2023-09-02
6501,2,2023-09-24
6502,1,2023-09-05
6503,2,2023-09-24
6504,2,2023-09-07
6505,2,2023-09-27
6506,0,2023-09-17
6507,0,2023-09-23
6508,1,2023-09-25
6509,2,2023-09-01
6510,0,2023-09-10
6511,2,2023-09-06
6512,1,2023-09-07
6513,2,2023-09-06
6514,1,2023-09-26
6515,0,2023-09-04
6516,2,2023-09-10
6517,1,2023-09-17
6518,0,2023-09-20
6519,0,2023-09-15
6520,1,2023-09-05
6521,2,2023-09-23
6522,1,2023-09-17
6523,1,2023-09-03
6524,0,2023-09-07
6525,1,2023-09-25
6526,0,2023-09-15
6527,0,2023-09-07
6528,2,2023-09-10
6529,1,2023-09-19
6530,0,2023-09-12
6531,1,2023-09-07
6532,1,2023-09-07
6533,0,2023-09-03
6534,2,2023-09-17
6535,0,2023-09-29
6536,0,2023-09-20
6537,1,2023-09-05
6538,0,2023-09-01
6539,0,2023-09-01
6540,2,2023-09-26
6541,2,2023-09-29
6542,0,2023-09-13
6543,0,2023-09-12
6544,1,2023-09-13
6545,2,2023-09-15
6546,1,2023-09-01
6547,2,2023-09-25
6548,2,2023-09-07
6549,2,2023-09-09
6550,0,2023-09-29
6551,0,2023-09-03
6552,0,2023-09-14
6553,1,2023-09-02
6554,0,2023-09-25
6555,2,2023-09-26
6556,2,2023-09-17
6557,1,2023-09-20
6558,2,2023-09-29
6559,0,2023-09-17
6560,0,2023-09-29
6561,1,2023-09-16
6562,2,2023-09-20
6563,1,2023-09-18
6564,0,2023-09-08
6565,1,2023-09-11
6566,1,2023-09-12
6567,2,2023-09-29
6568,1,2023-09-29
6569,0,2023-09-04
6570,1,2023-09-08
6571,0,2023-09-28
6572,0,2023-09-14
6573,2,2023-09-10
6574,2,2023-09-19
6575,0,2023-09-26
6576,1,2023-09-06
6577,2,2023-09-10
6578,2,2023-09-07
6579,1,2023-09-07
6580,2,2023-09-03
6581,2,2023-09-29
6582,1,2023-09-01
6583,1,2023-09-16
6584,1,2023-09-21
6585,0,2023-09-18
6586,0,2023-09-02
6587,1,2023-09-06
6588,0,2023-09-26
6589,2,2023-09-25
6590,1,2023-09-19
6591,2,2023-09-03
6592,1,2023-09-03
6593,2,2023-09-18
6594,0,2023-09-02
6595,0,2023-09-24
6596,2,2023-09-17
6597,0,2023-09-10
6598,0,2023-09-29
6599,2,2023-09-07
6600,1,2023-09-08
6601,2,2023-09-10
6602,0,2023-09-05
6603,1,2023-09-19
6604,0,2023-09-21
6605,0,2023-09-19
6606,2,2023-09-09
6607,2,2023-09-14
6608,2,2023-09-17
6609,0,2023-09-19
6610,2,2023-09-23
6611,0,2023-09-04
6612,0,2023-09-18
6613,1,2023-09-27
6614,2,2023-09-06
6615,2,2023-09-08
6616,1,2023-09-25
6617,2,2023-09-04
6618,0,2023-09-26
6619,0,2023-09-09
6620,2,2023-09-11
6621,0,2023-09-14
6622,2,2023-09-20
6623,2,2023-09-19
6624,2,2023-09-02
6625,0,2023-09-05
6626,2,2023-09-16
6627,2,2023-09-12
6628,0,2023-09-23
6629,1,2023-09-11
6630,2,2023-09-20
6631,2,2023-09-26
6632,1,2023-09-15
6633,0,2023-09-27
6634,2,2023-09-17
6635,0,2023-09-07
6636,2,2023-09-28
6637,0,2023-09-09
6638,1,2023-09-05
6639,0,2023-09-01
6640,0,2023-09-05
6641,0,2023-09-26
6642,2,2023-09-13
6643,2,2023-09-26
6644,1,2023-09-06
6645,2,2023-09-26
6646,0,2023-09-07
6647,2,2023-09-06
6648,1,2023-09-28
6649,1,2023-09-17
6650,1,2023-09-17
6651,2,2023-09-01
6652,1,2023-09-06
6653,0,2023-09-20
6654,1,2023-09-07
6655,1,2023-09-24
6656,2,2023-09-06
6657,1,2023-09-20
6658,2,2023-09-09
6659,2,2023-09-14
6660,0,2023-09-10
6661,0,2023-09-16
6662,2,2023-09-29
6663,2,2023-09-29
6664,1,2023-09-26
6665,2,2023-09-06
6666,1,2023-09-09
6667,0,2023-09-25
6668,1,2023-09-14
6669,0,2023-09-08
6670,1,2023-09-01
6671,0,2023-09-12
6672,0,2023-09-03
6673,0,2023-09-25
6674,2,2023-09-20
6675,1,2023-09-28
6676,2,2023-09-05
6677,1,2023-09-10
6678,2,2023-09-13
6679,1,2023-09-18
6680,0,2023-09-05
6681,0,2023-09-21
6682,0,2023-09-09
6683,1,2023-09-28
6684,2,2023-09-27
6685,2,2023-09-13
6686,0,2023-09-23
6687,2,2023-09-20
6688,0,2023-09-10
6689,0,2023-09-02
6690,2,2023-09-17
6691,0,2023-09-06
6692,1,2023-09-20
6693,1,2023-09-02
6694,0,2023-09-06
6695,1,2023-09-26
6696,0,2023-09-26
6697,2,2023-09-08
6698,1,2023-09-11
6699,0,2023-09-19
6700,1,2023-09-28
6701,0,2023-09-05
6702,2,2023-09-13
6703,2,2023-09-01
6704,0,2023-09-02
6705,0,2023-09-15
6706,2,2023-09-26
6707,1,2023-09-28
6708,1,2023-09-05
6709,2,2023-09-02
6710,1,2023-09-26
6711,2,2023-09-07
6712,0,2023-09-17
6713,0,2023-09-05
6714,1,2023-09-19
6715,2,2023-09-25
6716,1,2023-09-12
6717,2,2023-09-25
6718,2,2023-09-11
6719,0,2023-09-18
6720,0,2023-09-11
6721,2,2023-09-04
6722,0,2023-09-18
6723,2,2023-09-09
6724,1,2023-09-18
6725,0,2023-09-20
6726,2,2023-09-09
6727,1,2023-09-07
6728,1,2023-09-20
6729,2,2023-09-11
6730,2,2023-09-16
6731,0,2023-09-26
6732,1,2023-09-26
6733,2,2023-09-10
6734,0,2023-09-14
6735,0,2023-09-18
6736,2,2023-09-12
6737,0,2023-09-27
6738,1,2023-09-05
6739,0,2023-09-21
6740,0,2023-09-01
6741,0,2023-09-10
6742,0,2023-09-02
6743,0,2023-09-10
6744,0,2023-09-21
6745,2,2023-09-10
6746,1,2023-09-18
6747,2,2023-09-29
6748,1,2023-09-02
6749,0,2023-09-26
6750,2,2023-09-08
6751,0,2023-09-16
6752,2,2023-09-23
6753,0,2023-09-14
6754,0,2023-09-24
6755,1,2023-09-26
6756,0,2023-09-29
6757,2,2023-09-09
6758,2,2023-09-18
6759,0,2023-09-09
6760,2,2023-09-26
6761,1,2023-09-16
6762,1,2023-09-18
6763,0,2023-09-26
6764,1,2023-09-04
6765,0,2023-09-22
6766,1,2023-09-18
6767,1,2023-09-04
6768,2,2023-09-09
6769,1,2023-09-24
6770,0,2023-09-05
6771,0,2023-09-08
6772,1,2023-09-18
6773,0,2023-09-02
6774,2,2023-09-24
6775,0,2023-09-07
6776,0,2023-09-28
6777,1,2023-09-25
6778,1,2023-09-25
6779,1,2023-09-01
6780,0,2023-09-01
6781,2,2023-09-28
6782,0,2023-09-15
6783,0,2023-09-14
6784,1,2023-09-27
6785,1,2023-09-08
6786,0,2023-09-20
6787,2,2023-09-27
6788,0,2023-09-04
6789,0,2023-09-02
6790,1,2023-09-09
6791,2,2023-09-27
6792,1,2023-09-01
6793,1,2023-09-13
6794,0,2023-09-01
6795,2,2023-09-22
6796,0,2023-09-22
6797,0,2023-09-09
6798,0,2023-09-22
6799,2,2023-09-22
6800,1,2023-09-21
6801,0,2023-09-07
6802,2,2023-09-17
6803,0,2023-09-16
6804,1,2023-09-03
6805,1,2023-09-10
6806,0,2023-09-09
6807,1,2023-09-20
6808,1,2023-09-25
6809,2,2023-09-06
6810,0,2023-09-08
6811,1,2023-09-01
6812,0,2023-09-10
6813,2,2023-09-19
6814,2,2023-09-05
6815,1,2023-09-22
6816,0,2023-09-20
6817,1,2023-09-16
6818,1,2023-09-23
6819,2,2023-09-10
6820,1,2023-09-05
6821,0,2023-09-11
6822,0,2023-09-16
6823,2,2023-09-11
6824,0,2023-09-10
6825,0,2023-09-11
6826,0,2023-09-12
6827,2,2023-09-19
6828,1,2023-09-27
6829,1,2023-09-05
6830,0,2023-09-25
6831,1,2023-09-12
6832,0,2023-09-29
6833,1,2023-09-07
6834,0,2023-09-17
6835,1,2023-09-15
6836,0,2023-09-15
6837,1,2023-09-29
6838,2,2023-09-21
6839,0,2023-09-16
6840,0,2023-09-14
6841,1,2023-09-11
6842,2,2023-09-05
6843,2,2023-09-27
6844,1,2023-09-22
6845,1,2023-09-19
6846,2,2023-09-16
6847,2,2023-09-19
6848,2,2023-09-29
6849,0,2023-09-10
6850,0,2023-09-03
6851,2,2023-09-17
6852,2,2023-09-21
6853,0,2023-09-26
6854,0,2023-09-02
6855,1,2023-09-05
6856,2,2023-09-23
6857,1,2023-09-14
6858,1,2023-09-04
6859,2,2023-09-23
6860,2,2023-09-10
6861,1,2023-09-26
6862,1,2023-09-23
6863,0,2023-09-04
6864,1,2023-09-04
6865,2,2023-09-23
6866,2,2023-09-22
6867,2,2023-09-22
6868,1,2023-09-08
6869,0,2023-09-17
6870,0,2023-09-08
6871,2,2023-09-24
6872,1,2023-09-05
6873,2,2023-09-12
6874,0,2023-09-17
6875,0,2023-09-22
6876,1,2023-09-26
6877,0,2023-09-10
6878,1,2023-09-07
6879,1,2023-09-27
6880,2,2023-09-29
6881,1,2023-09-16
6882,1,2023-09-07
6883,1,2023-09-02
6884,2,2023-09-03
6885,2,2023-09-28
6886,0,2023-09-15
6887,0,2023-09-04
6888,0,2023-09-14
6889,0,2023-09-02
6890,0,2023-09-16
6891,1,2023-09-14
6892,1,2023-09-27
6893,1,2023-09-04
6894,0,2023-09-22
6895,0,2023-09-05
6896,1,2023-09-25
6897,2,2023-09-10
6898,0,2023-09-05
6899,0,2023-09-01
6900,2,2023-09-11
6901,0,2023-09-12
6902,1,2023-09-26
6903,2,2023-09-10
6904,2,2023-09-26
6905,1,2023-09-03
6906,2,2023-09-25
6907,2,2023-09-06
6908,2,2023-09-21
6909,1,2023-09-10
6910,2,2023-09-15
6911,2,2023-09-22
6912,1,2023-09-22
6913,2,2023-09-19
6914,0,2023-09-13
6915,1,2023-09-13
6916,2,2023-09-06
6917,0,2023-09-16
6918,1,2023-09-08
6919,0,2023-09-09
6920,1,2023-09-01
6921,1,2023-09-13
6922,0,2023-09-01
6923,1,2023-09-25
6924,2,2023-09-29
6925,1,2023-09-29
6926,1,2023-09-13
6927,1,2023-09-03
6928,1,2023-09-28
6929,0,2023-09-04
6930,1,2023-09-22
6931,2,2023-09-09
6932,1,2023-09-09
6933,0,2023-09-18
6934,1,2023-09-14
6935,2,2023-09-26
6936,2,2023-09-12
6937,1,2023-09-25
6938,1,2023-09-08
6939,1,2023-09-04
6940,0,2023-09-19
6941,1,2023-09-03
6942,2,2023-09-03
6943,0,2023-09-20
6944,2,2023-09-23
6945,2,2023-09-19
6946,2,2023-09-28
6947,2,2023-09-09
6948,2,2023-09-28
6949,1,2023-09-02
6950,0,2023-09-09
6951,2,2023-09-14
6952,0,2023-09-16
6953,1,2023-09-23
6954,0,2023-09-22
6955,0,2023-09-28
6956,2,2023-09-01
6957,2,2023-09-04
6958,1,2023-09-18
6959,2,2023-09-13
6960,1,2023-09-23
6961,2,2023-09-12
6962,0,2023-09-13
6963,1,2023-09-29
6964,0,2023-09-28
6965,1,2023-09-25
6966,2,2023-09-12
6967,1,2023-09-16
6968,2,2023-09-07
6969,0,2023-09-11
6970,0,2023-09-27
6971,2,2023-09-04
6972,2,2023-09-20
6973,2,2023-09-11
6974,2,2023-09-25
6975,0,2023-09-16
6976,0,2023-09-04
6977,1,2023-09-04
6978,2,2023-09-07
6979,0,2023-09-22
6980,2,2023-09-23
6981,1,2023-09-16
6982,1,2023-09-24
6983,1,2023-09-23
6984,0,2023-09-07
6985,0,2023-09-24
6986,0,2023-09-19
6987,2,2023-09-28
6988,0,2023-09-27
6989,1,2023-09-15
6990,1,2023-09-07
6991,2,2023-09-18
6992,0,2023-09-17
6993,2,2023-09-29
6994,1,2023-09-19
6995,0,2023-09-13
6996,1,2023-09-11
6997,0,2023-09-02
6998,0,2023-09-20
6999,2,2023-09-28
7000,1,2023-09-19
7001,0,2023-09-06
7002,2,2023-09-09
7003,2,2023-09-09
7004,2,2023-09-23
7005,2,2023-09-21
7006,2,2023-09-15
7007,0,2023-09-23
7008,0,2023-09-09
7009,2,2023-09-16
7010,0,2023-09-17
7011,2,2023-09-12
7012,1,2023-09-25
7013,1,2023-09-22
7014,0,2023-09-06
7015,1,2023-09-26
7016,2,2023-09-23
7017,2,2023-09-20
7018,2,2023-09-27
7019,0,2023-09-18
7020,1,2023-09-05
7021,0,2023-09-19
7022,0,2023-09-29
7023,0,2023-09-05
7024,1,2023-09-13
7025,0,2023-09-25
7026,2,2023-09-09
7027,0,2023-09-09
7028,2,2023-09-26
7029,1,2023-09-22
7030,2,2023-09-06
7031,2,2023-09-09
7032,0,2023-09-21
7033,1,2023-09-27
7034,1,2023-09-24
7035,2,2023-09-23
7036,2,2023-09-17
